,Transaction ID,Sender Address,Receiver Address,Amount Transferred,Timestamp,Transaction Type,Fraudulent Label,Suspicious Transaction Flags,Block Hash,Block Number,Mining Pool Information,Account Creation Date,Account Activity Level,Account Age,Account Balance,Account Reputation Score,Transaction Volume,Transaction Frequency,Number of Distinct Counterparties,Time Between Transactions,Number of Transactions per Day,Pattern Consistency,Shared IP Address,Device Information,Account Linking,Geographical Location,Device Fingerprinting
238,TX000239,ACC000298,ACC000152,8.48,2025-02-27 05:29:59.344721,Regular Transfer,1,1,BLOCK000239,968167,PoolB,2024-11-07 19:16:59.359776,Low,279,9940.87,31,3541.03,35,20,2.5435180059967744,4,0,242.15.170.189,DeviceB,0,Asia,Fingerprint_297
239,TX000240,ACC000310,ACC000138,90.11,2025-02-27 14:38:59.344721,Regular Transfer,0,0,BLOCK000240,627935,PoolD,2024-07-10 19:16:59.359776,Medium,233,6268.92,83,4149.16,47,40,2.6809219467911976,4,1,20.0.98.87,DeviceC,0,Oceania,Fingerprint_309
240,TX000241,ACC000210,ACC000029,90.52,2025-02-27 01:22:59.345715,Smart Contract Interaction,1,1,BLOCK000241,133522,PoolB,2024-04-30 19:16:59.359776,High,341,3825.23,93,8241.74,91,24,11.508463491813226,10,0,87.196.104.8,DeviceB,0,EU,Fingerprint_209
241,TX000242,ACC000292,ACC000254,97.82,2025-02-26 23:51:59.345715,Regular Transfer,1,1,BLOCK000242,946007,PoolB,2024-10-27 19:16:59.359776,High,9,2699.37,96,4527.01,18,23,23.075129960454,6,1,114.112.127.237,DeviceD,1,US,Fingerprint_291
242,TX000243,ACC000262,ACC000156,57.2,2025-02-27 18:16:59.345715,Smart Contract Interaction,0,1,BLOCK000243,166758,PoolA,2024-08-29 19:16:59.359776,Low,278,3521.44,61,978.25,24,22,16.860112968851563,4,1,129.249.204.238,DeviceD,1,Africa,Fingerprint_261
243,TX000244,ACC000468,ACC000226,16.97,2025-02-27 13:20:59.345715,Regular Transfer,0,1,BLOCK000244,454140,PoolA,2024-11-11 19:16:59.359776,Low,315,1462.46,100,1264.07,61,5,6.907817273948848,6,0,27.117.57.245,DeviceA,0,Oceania,Fingerprint_467
244,TX000245,ACC000103,ACC000029,38.08,2025-02-27 12:41:59.345715,Smart Contract Interaction,1,0,BLOCK000245,551538,PoolC,2024-12-03 19:16:59.359776,Medium,193,2984.44,25,9264.6,36,17,17.49974749602019,7,1,254.221.238.211,DeviceD,1,Asia,Fingerprint_102
245,TX000246,ACC000359,ACC000416,13.89,2025-02-27 12:24:59.345715,Regular Transfer,1,0,BLOCK000246,219505,PoolB,2024-09-24 19:16:59.359776,Low,66,7131.97,94,7934.3,73,41,6.358513552955925,9,1,231.172.62.238,DeviceA,1,Africa,Fingerprint_358
246,TX000247,ACC000120,ACC000039,30.12,2025-02-27 17:17:59.345715,Regular Transfer,1,0,BLOCK000247,747561,PoolA,2024-07-19 19:16:59.359776,High,44,8122.82,85,1751.03,47,44,2.174904393656116,3,1,53.2.130.84,DeviceB,1,Africa,Fingerprint_119
247,TX000248,ACC000198,ACC000433,49.32,2025-02-27 10:45:59.345715,Smart Contract Interaction,1,0,BLOCK000248,337701,PoolD,2024-11-20 19:16:59.359776,Low,293,5308.85,3,2393.58,41,28,17.714321644160687,2,1,130.253.232.141,DeviceC,1,EU,Fingerprint_197
248,TX000249,ACC000336,ACC000428,6.34,2025-02-27 18:08:59.345715,Smart Contract Interaction,0,1,BLOCK000249,226550,PoolC,2025-01-22 19:16:59.359776,High,213,5231.86,37,7826.29,71,12,16.033092113615893,1,0,1.53.247.103,DeviceC,1,US,Fingerprint_335
249,TX000250,ACC000150,ACC000308,43.47,2025-02-27 03:41:59.345715,Smart Contract Interaction,1,1,BLOCK000250,689280,PoolC,2024-09-18 19:16:59.359776,Low,195,7726.44,8,7432.91,78,12,8.84627253064239,9,1,127.2.198.90,DeviceA,0,EU,Fingerprint_149
250,TX000251,ACC000159,ACC000254,42.12,2025-02-27 17:32:59.345715,Regular Transfer,0,1,BLOCK000251,334981,PoolD,2025-01-01 19:16:59.359776,Low,351,8558.63,100,1607.34,90,28,12.719602389794927,10,1,183.243.205.124,DeviceD,1,Asia,Fingerprint_158
251,TX000252,ACC000376,ACC000232,48.43,2025-02-27 06:57:59.345715,Regular Transfer,1,0,BLOCK000252,609990,PoolD,2025-01-09 19:16:59.359776,Medium,201,4358.16,63,7353.12,13,1,3.866934285578068,6,1,159.217.150.19,DeviceA,0,US,Fingerprint_375
252,TX000253,ACC000037,ACC000278,7.7,2025-02-27 12:28:59.345715,Smart Contract Interaction,1,1,BLOCK000253,370346,PoolA,2024-04-08 19:16:59.358697,High,322,9503.78,23,2902.54,28,25,4.5521496169705875,9,1,117.121.127.250,DeviceD,0,Asia,Fingerprint_36
253,TX000254,ACC000230,ACC000396,25.18,2025-02-27 09:54:59.345715,Regular Transfer,0,1,BLOCK000254,456855,PoolA,2024-07-18 19:16:59.359776,Medium,50,4045.59,70,7468.35,11,18,14.63762613987215,1,0,223.130.178.117,DeviceC,0,Asia,Fingerprint_229
254,TX000255,ACC000500,ACC000448,24.67,2025-02-27 06:41:59.345715,Regular Transfer,0,0,BLOCK000255,923012,PoolA,2024-05-11 19:16:59.359776,Low,179,91.2,8,4640.08,86,10,17.937437515678713,1,0,200.129.63.2,DeviceB,1,US,Fingerprint_499
255,TX000256,ACC000499,ACC000225,62.51,2025-02-27 03:25:59.345715,Smart Contract Interaction,1,1,BLOCK000256,472497,PoolA,2024-05-01 19:16:59.359776,Medium,48,4583.5,40,1029.09,63,7,4.340082983117377,9,0,31.137.24.62,DeviceD,0,Africa,Fingerprint_498
256,TX000257,ACC000037,ACC000405,59.38,2025-02-27 02:01:59.345715,Regular Transfer,1,0,BLOCK000257,906747,PoolA,2024-04-08 19:16:59.358697,High,322,9503.78,23,2902.54,28,25,4.5521496169705875,9,1,117.121.127.250,DeviceD,0,Asia,Fingerprint_36
257,TX000258,ACC000107,ACC000326,19.56,2025-02-27 05:43:59.345715,Smart Contract Interaction,1,0,BLOCK000258,148943,PoolB,2024-08-13 19:16:59.359776,Medium,38,9104.72,86,6692.44,72,47,7.38196081743584,3,1,120.229.0.22,DeviceD,0,EU,Fingerprint_106
258,TX000259,ACC000133,ACC000161,10.71,2025-02-26 21:34:59.345715,Smart Contract Interaction,0,0,BLOCK000259,907503,PoolB,2024-04-21 19:16:59.359776,Low,109,3795.56,23,3942.33,23,23,17.559573429747687,2,1,106.155.219.244,DeviceD,0,US,Fingerprint_132
259,TX000260,ACC000467,ACC000238,30.47,2025-02-27 15:02:59.345715,Regular Transfer,0,1,BLOCK000260,684080,PoolD,2024-04-30 19:16:59.359776,Low,248,1231.97,32,191.66,13,25,21.689626811193733,3,1,238.46.59.64,DeviceA,1,Oceania,Fingerprint_466
260,TX000261,ACC000441,ACC000076,94.88,2025-02-26 20:00:59.345715,Regular Transfer,0,1,BLOCK000261,380484,PoolC,2024-09-29 19:16:59.359776,High,12,1547.75,66,4938.4,22,30,15.304012100284343,6,0,109.111.189.49,DeviceD,1,Africa,Fingerprint_440
261,TX000262,ACC000440,ACC000031,33.23,2025-02-27 18:13:59.345715,Smart Contract Interaction,0,0,BLOCK000262,258522,PoolB,2024-07-22 19:16:59.359776,Medium,252,6396.68,98,5667.85,51,30,20.35277474000432,1,0,52.225.69.113,DeviceA,1,EU,Fingerprint_439
262,TX000263,ACC000185,ACC000052,62.02,2025-02-27 11:00:59.345715,Smart Contract Interaction,0,1,BLOCK000263,994863,PoolC,2024-12-20 19:16:59.359776,High,85,686.39,78,2854.74,20,41,16.239587095484517,7,1,175.32.128.137,DeviceD,0,EU,Fingerprint_184
263,TX000264,ACC000079,ACC000450,80.41,2025-02-27 06:33:59.345715,Regular Transfer,1,1,BLOCK000264,823659,PoolD,2024-12-23 19:16:59.358697,High,226,2364.22,7,3237.7,61,8,18.163901369662256,1,1,100.167.133.201,DeviceB,0,Africa,Fingerprint_78
264,TX000265,ACC000417,ACC000172,32.96,2025-02-27 02:34:59.345715,Regular Transfer,1,1,BLOCK000265,640422,PoolD,2024-09-04 19:16:59.359776,Low,43,4628.08,3,6336.15,76,48,12.928306449818917,5,0,56.147.72.145,DeviceB,1,Africa,Fingerprint_416
265,TX000266,ACC000352,ACC000358,33.48,2025-02-26 22:59:59.345715,Regular Transfer,1,1,BLOCK000266,733643,PoolD,2024-11-11 19:16:59.359776,Low,99,1377.19,35,5574.22,24,24,2.593138251689105,7,0,125.245.10.50,DeviceA,1,Asia,Fingerprint_351
266,TX000267,ACC000306,ACC000253,81.55,2025-02-27 04:02:59.345715,Regular Transfer,1,1,BLOCK000267,802006,PoolC,2024-10-23 19:16:59.359776,Low,149,9206.47,5,386.73,12,10,14.200280548761993,3,0,1.241.90.16,DeviceB,0,Oceania,Fingerprint_305
267,TX000268,ACC000494,ACC000087,85.95,2025-02-27 13:12:59.345715,Smart Contract Interaction,1,0,BLOCK000268,209200,PoolD,2024-04-14 19:16:59.359776,High,65,4444.79,74,4757.89,77,41,23.715787346082962,1,0,189.25.187.158,DeviceC,0,EU,Fingerprint_493
268,TX000269,ACC000327,ACC000124,97.42,2025-02-27 03:04:59.345715,Regular Transfer,1,1,BLOCK000269,840719,PoolA,2024-07-13 19:16:59.359776,Medium,146,7953.33,94,7817.56,56,39,15.344864182540181,2,1,16.129.199.95,DeviceD,1,Oceania,Fingerprint_326
269,TX000270,ACC000004,ACC000219,13.62,2025-02-26 23:14:59.345715,Regular Transfer,0,0,BLOCK000270,152871,PoolB,2024-10-28 19:16:59.358697,High,41,8090.12,64,2669.45,60,15,19.207226459466114,4,1,151.211.146.111,DeviceD,1,EU,Fingerprint_3
270,TX000271,ACC000409,ACC000220,32.07,2025-02-27 00:26:59.345715,Regular Transfer,1,1,BLOCK000271,559094,PoolD,2024-08-18 19:16:59.359776,Low,100,3731.11,77,5821.01,65,11,1.3645506790288535,6,0,73.75.63.188,DeviceA,1,Africa,Fingerprint_408
271,TX000272,ACC000150,ACC000262,94.73,2025-02-27 07:19:59.345715,Smart Contract Interaction,1,0,BLOCK000272,937798,PoolD,2024-09-18 19:16:59.359776,Low,195,7726.44,8,7432.91,78,12,8.84627253064239,9,1,127.2.198.90,DeviceA,0,EU,Fingerprint_149
272,TX000273,ACC000332,ACC000080,20.09,2025-02-27 07:30:59.345715,Regular Transfer,1,0,BLOCK000273,579341,PoolB,2024-11-25 19:16:59.359776,High,213,83.35,38,5443.7,27,14,20.67821653281502,4,1,171.75.21.71,DeviceD,0,Africa,Fingerprint_331
273,TX000274,ACC000470,ACC000187,31.43,2025-02-27 13:41:59.345715,Regular Transfer,0,0,BLOCK000274,982478,PoolB,2024-11-24 19:16:59.359776,Low,280,1416.86,98,7227.44,88,17,13.419680106702465,2,1,118.64.123.25,DeviceC,0,EU,Fingerprint_469
274,TX000275,ACC000068,ACC000142,96.46,2025-02-27 10:26:59.345715,Regular Transfer,0,1,BLOCK000275,892476,PoolC,2024-07-17 19:16:59.358697,Medium,64,4352.06,29,5697.48,22,42,6.170979046181517,3,0,28.12.26.115,DeviceC,0,US,Fingerprint_67
275,TX000276,ACC000058,ACC000205,96.87,2025-02-26 19:45:59.345715,Smart Contract Interaction,1,1,BLOCK000276,216319,PoolC,2024-04-01 19:16:59.358697,Medium,37,2121.75,20,9405.4,61,11,13.036760640221381,5,1,165.202.91.167,DeviceD,1,Oceania,Fingerprint_57
276,TX000277,ACC000054,ACC000170,29.15,2025-02-27 16:10:59.345715,Regular Transfer,0,0,BLOCK000277,211035,PoolB,2024-11-21 19:16:59.358697,Medium,296,3215.61,8,7186.1,36,7,23.36527619448983,9,1,232.145.83.65,DeviceA,0,EU,Fingerprint_53
277,TX000278,ACC000277,ACC000299,69.5,2025-02-27 09:32:59.345715,Regular Transfer,0,1,BLOCK000278,919621,PoolC,2024-05-10 19:16:59.359776,Medium,196,3356.77,78,9547.92,40,14,23.343089328656994,5,0,225.136.73.72,DeviceB,1,US,Fingerprint_276
278,TX000279,ACC000137,ACC000395,49.11,2025-02-27 18:19:59.345715,Smart Contract Interaction,0,0,BLOCK000279,740231,PoolD,2025-01-04 19:16:59.359776,Medium,143,1199.01,82,2490.21,57,21,15.603448704864869,7,1,179.251.13.194,DeviceD,1,Asia,Fingerprint_136
279,TX000280,ACC000303,ACC000324,57.59,2025-02-27 06:04:59.345715,Smart Contract Interaction,0,0,BLOCK000280,739270,PoolA,2024-07-29 19:16:59.359776,High,298,4307.21,56,8653.69,90,44,4.639150115606132,5,1,192.42.51.42,DeviceC,0,EU,Fingerprint_302
280,TX000281,ACC000359,ACC000033,24.25,2025-02-27 17:34:59.345715,Smart Contract Interaction,1,1,BLOCK000281,920150,PoolB,2024-09-24 19:16:59.359776,Low,66,7131.97,94,7934.3,73,41,6.358513552955925,9,1,231.172.62.238,DeviceA,1,Africa,Fingerprint_358
281,TX000282,ACC000102,ACC000048,37.61,2025-02-27 13:42:59.345715,Regular Transfer,0,1,BLOCK000282,206816,PoolA,2024-05-01 19:16:59.359776,Low,149,470.73,25,9868.78,82,38,6.251818402570941,9,1,203.193.15.19,DeviceB,1,Africa,Fingerprint_101
282,TX000283,ACC000318,ACC000340,81.65,2025-02-26 23:44:59.345715,Smart Contract Interaction,0,1,BLOCK000283,963617,PoolC,2024-11-29 19:16:59.359776,Low,238,3311.96,15,640.87,22,19,5.178497909756874,9,1,158.167.107.123,DeviceD,1,Africa,Fingerprint_317
283,TX000284,ACC000132,ACC000143,39.3,2025-02-27 11:57:59.345715,Regular Transfer,1,1,BLOCK000284,689795,PoolB,2024-09-06 19:16:59.359776,Low,249,7916.28,43,5340.17,48,19,21.81474334422536,6,0,153.175.198.191,DeviceD,1,EU,Fingerprint_131
284,TX000285,ACC000245,ACC000362,11.4,2025-02-27 11:42:59.345715,Smart Contract Interaction,1,0,BLOCK000285,144008,PoolC,2024-03-11 19:16:59.359776,Medium,296,7390.91,38,1984.95,36,15,7.537412573052258,2,0,166.87.139.10,DeviceA,1,US,Fingerprint_244
285,TX000286,ACC000453,ACC000329,56.39,2025-02-26 21:10:59.345715,Smart Contract Interaction,0,1,BLOCK000286,631948,PoolD,2025-01-07 19:16:59.359776,Medium,231,1036.07,10,1360.1,27,22,3.302650685188059,3,0,100.107.101.67,DeviceB,0,Africa,Fingerprint_452
286,TX000287,ACC000424,ACC000454,59.23,2025-02-27 11:34:59.345715,Smart Contract Interaction,1,1,BLOCK000287,210531,PoolD,2024-09-21 19:16:59.359776,Medium,57,1070.49,93,4091.63,90,11,7.740945328393524,4,1,196.112.74.56,DeviceC,1,Asia,Fingerprint_423
287,TX000288,ACC000047,ACC000437,54.57,2025-02-26 20:08:59.345715,Regular Transfer,1,0,BLOCK000288,275160,PoolC,2025-01-06 19:16:59.358697,High,233,1450.4,41,3746.19,99,34,1.2775344771644987,9,0,99.144.127.192,DeviceB,0,Oceania,Fingerprint_46
288,TX000289,ACC000212,ACC000167,68.17,2025-02-27 12:12:59.345715,Smart Contract Interaction,0,0,BLOCK000289,760525,PoolB,2024-09-25 19:16:59.359776,Low,8,1939.32,96,2890.19,76,31,19.826260568200013,7,1,63.48.126.208,DeviceC,1,US,Fingerprint_211
289,TX000290,ACC000139,ACC000292,55.01,2025-02-27 10:04:59.345715,Regular Transfer,0,0,BLOCK000290,223794,PoolD,2024-08-19 19:16:59.359776,Medium,20,1480.01,63,3434.4,68,41,23.821466803635566,10,0,129.47.42.125,DeviceB,1,US,Fingerprint_138
290,TX000291,ACC000002,ACC000071,95.3,2025-02-26 21:01:59.345715,Smart Contract Interaction,0,0,BLOCK000291,315363,PoolB,2024-10-28 19:16:59.358697,Low,350,6519.25,45,2654.27,8,38,18.432629778834116,7,0,63.38.96.95,DeviceC,1,Africa,Fingerprint_1
291,TX000292,ACC000386,ACC000175,46.17,2025-02-27 05:17:59.345715,Smart Contract Interaction,1,0,BLOCK000292,479205,PoolA,2024-07-18 19:16:59.359776,High,224,9271.19,78,7869.24,57,38,23.893223891319558,2,1,25.141.159.40,DeviceB,0,Oceania,Fingerprint_385
292,TX000293,ACC000319,ACC000484,70.84,2025-02-27 01:44:59.345715,Regular Transfer,1,1,BLOCK000293,264660,PoolD,2024-06-27 19:16:59.359776,Low,212,5891.48,84,4906.5,5,36,14.230146682378825,6,0,236.76.79.18,DeviceC,1,US,Fingerprint_318
293,TX000294,ACC000131,ACC000350,43.85,2025-02-27 18:34:59.345715,Regular Transfer,0,1,BLOCK000294,863729,PoolC,2024-04-11 19:16:59.359776,Low,310,6879.22,9,5197.48,49,12,10.88437993680089,4,0,216.183.206.5,DeviceC,0,Africa,Fingerprint_130
294,TX000295,ACC000371,ACC000196,29.14,2025-02-26 19:58:59.345715,Smart Contract Interaction,1,1,BLOCK000295,406313,PoolA,2024-11-13 19:16:59.359776,Medium,65,9041.63,83,8778.55,54,29,2.131928714191054,6,0,181.8.190.173,DeviceC,1,Oceania,Fingerprint_370
295,TX000296,ACC000276,ACC000298,69.29,2025-02-27 18:57:59.345715,Smart Contract Interaction,1,1,BLOCK000296,842563,PoolB,2024-05-03 19:16:59.359776,Medium,224,8038.93,15,5351.57,32,32,5.576659124988185,6,0,34.78.193.169,DeviceC,0,Asia,Fingerprint_275
296,TX000297,ACC000214,ACC000470,81.9,2025-02-27 03:05:59.345715,Smart Contract Interaction,1,1,BLOCK000297,562965,PoolC,2024-03-23 19:16:59.359776,Low,235,1766.45,7,4322.38,47,49,16.22725639852488,9,1,88.112.143.54,DeviceC,1,Oceania,Fingerprint_213
297,TX000298,ACC000005,ACC000155,79.57,2025-02-27 14:45:59.345715,Regular Transfer,0,0,BLOCK000298,898977,PoolB,2025-01-26 19:16:59.358697,Medium,321,4360.62,26,4999.8,77,39,17.60586694543011,3,1,218.128.176.123,DeviceD,0,Asia,Fingerprint_4
298,TX000299,ACC000038,ACC000189,40.92,2025-02-26 21:10:59.345715,Regular Transfer,0,1,BLOCK000299,630471,PoolC,2024-05-22 19:16:59.358697,Low,255,5304.98,73,344.48,36,44,19.519569001994267,8,1,240.9.160.48,DeviceC,1,US,Fingerprint_37
299,TX000300,ACC000442,ACC000396,49.94,2025-02-27 13:21:59.345715,Regular Transfer,1,0,BLOCK000300,622600,PoolA,2024-03-02 19:16:59.359776,Medium,212,6282.39,33,5048.17,59,16,1.6549981684624007,10,1,18.131.5.209,DeviceA,1,EU,Fingerprint_441
300,TX000301,ACC000452,ACC000407,63.34,2025-02-26 22:44:59.345715,Regular Transfer,1,0,BLOCK000301,868136,PoolD,2024-11-28 19:16:59.359776,Low,325,2472.06,35,867.29,31,39,4.904025313541064,10,1,80.119.23.91,DeviceA,0,US,Fingerprint_451
301,TX000302,ACC000273,ACC000336,24.21,2025-02-27 18:58:59.345715,Regular Transfer,1,0,BLOCK000302,204117,PoolA,2024-05-22 19:16:59.359776,Medium,305,7549.92,17,6347.16,59,10,8.389144024040602,10,1,171.235.177.167,DeviceA,1,Oceania,Fingerprint_272
302,TX000303,ACC000418,ACC000415,65.87,2025-02-27 11:37:59.345715,Smart Contract Interaction,0,1,BLOCK000303,261790,PoolD,2024-06-01 19:16:59.359776,High,74,7629.96,43,927.98,4,39,4.225068375368526,1,0,143.90.218.7,DeviceB,0,Africa,Fingerprint_417
303,TX000304,ACC000292,ACC000370,71.53,2025-02-27 10:39:59.345715,Regular Transfer,0,1,BLOCK000304,778526,PoolD,2024-10-27 19:16:59.359776,High,9,2699.37,96,4527.01,18,23,23.075129960454,6,1,114.112.127.237,DeviceD,1,US,Fingerprint_291
304,TX000305,ACC000075,ACC000343,78.91,2025-02-26 22:30:59.345715,Smart Contract Interaction,0,1,BLOCK000305,481405,PoolB,2024-06-25 19:16:59.358697,Medium,210,1192.59,49,8002.23,66,28,12.472175639602536,3,0,178.41.188.84,DeviceA,1,Oceania,Fingerprint_74
305,TX000306,ACC000064,ACC000264,7.41,2025-02-27 08:50:59.345715,Smart Contract Interaction,1,1,BLOCK000306,450861,PoolB,2024-12-21 19:16:59.358697,Low,132,6713.45,86,6527.2,12,44,12.131963764384931,3,1,175.35.252.205,DeviceC,1,EU,Fingerprint_63
306,TX000307,ACC000155,ACC000324,99.07,2025-02-26 21:19:59.345715,Smart Contract Interaction,1,1,BLOCK000307,958952,PoolC,2024-11-16 19:16:59.359776,Low,110,3530.1,9,7264.7,83,47,18.402081197135384,8,1,254.187.220.10,DeviceD,0,EU,Fingerprint_154
307,TX000308,ACC000450,ACC000212,47.93,2025-02-27 09:52:59.345715,Regular Transfer,1,0,BLOCK000308,244464,PoolB,2024-03-12 19:16:59.359776,Low,193,8798.99,35,9220.18,11,42,18.537552779657183,4,1,231.84.13.49,DeviceC,0,EU,Fingerprint_449
308,TX000309,ACC000399,ACC000181,40.09,2025-02-27 04:48:59.345715,Regular Transfer,1,0,BLOCK000309,228957,PoolD,2024-03-05 19:16:59.359776,High,67,9614.47,55,2915.79,48,33,9.289026198922327,8,1,176.69.207.210,DeviceD,1,Africa,Fingerprint_398
309,TX000310,ACC000431,ACC000182,50.67,2025-02-27 06:24:59.345715,Smart Contract Interaction,0,0,BLOCK000310,989816,PoolC,2025-01-22 19:16:59.359776,Low,135,5846.17,92,4177.4,85,46,19.616604548970997,10,1,99.95.55.156,DeviceD,1,Asia,Fingerprint_430
310,TX000311,ACC000450,ACC000091,92.04,2025-02-27 07:21:59.345715,Smart Contract Interaction,0,0,BLOCK000311,311697,PoolB,2024-03-12 19:16:59.359776,Low,193,8798.99,35,9220.18,11,42,18.537552779657183,4,1,231.84.13.49,DeviceC,0,EU,Fingerprint_449
311,TX000312,ACC000106,ACC000108,69.17,2025-02-27 03:35:59.345715,Smart Contract Interaction,1,0,BLOCK000312,560438,PoolA,2024-12-26 19:16:59.359776,High,205,6410.97,56,6773.64,56,40,7.11255679797709,6,1,136.12.139.96,DeviceA,0,US,Fingerprint_105
312,TX000313,ACC000125,ACC000474,54.37,2025-02-27 10:39:59.345715,Smart Contract Interaction,0,0,BLOCK000313,535945,PoolD,2024-08-25 19:16:59.359776,Medium,103,524.91,0,1099.85,94,44,11.948823515624653,7,1,0.55.253.73,DeviceD,1,Oceania,Fingerprint_124
313,TX000314,ACC000052,ACC000244,79.07,2025-02-27 11:49:59.345715,Smart Contract Interaction,1,0,BLOCK000314,906584,PoolD,2024-08-28 19:16:59.358697,Low,35,2137.72,79,2193.65,76,44,11.97040971535876,2,0,80.227.160.55,DeviceB,0,Africa,Fingerprint_51
314,TX000315,ACC000391,ACC000114,35.96,2025-02-27 03:20:59.345715,Smart Contract Interaction,1,1,BLOCK000315,906389,PoolA,2024-10-02 19:16:59.359776,Medium,15,960.42,49,1086.82,89,13,11.993515945013943,4,0,244.21.240.184,DeviceD,0,Africa,Fingerprint_390
315,TX000316,ACC000443,ACC000069,89.55,2025-02-27 08:57:59.345715,Smart Contract Interaction,1,1,BLOCK000316,106907,PoolD,2024-09-09 19:16:59.359776,Low,38,7191.42,20,9598.81,1,44,1.5940907569705465,2,1,61.143.230.107,DeviceB,0,US,Fingerprint_442
316,TX000317,ACC000204,ACC000039,53.7,2025-02-26 20:09:59.345715,Regular Transfer,1,0,BLOCK000317,357232,PoolB,2024-07-05 19:16:59.359776,Medium,40,3969.28,42,6024.08,79,40,1.1304681340688687,10,0,55.137.65.49,DeviceB,1,Asia,Fingerprint_203
317,TX000318,ACC000311,ACC000423,63.82,2025-02-27 01:29:59.345715,Smart Contract Interaction,0,0,BLOCK000318,975365,PoolC,2024-06-27 19:16:59.359776,Low,283,5449.16,31,5666.35,45,23,16.730922377942314,2,0,200.251.55.136,DeviceD,0,Oceania,Fingerprint_310
318,TX000319,ACC000078,ACC000051,8.51,2025-02-26 21:58:59.345715,Smart Contract Interaction,1,0,BLOCK000319,948450,PoolC,2024-10-16 19:16:59.358697,Low,67,5911.71,8,5251.33,86,41,1.2806180888375192,9,1,81.103.131.171,DeviceB,1,US,Fingerprint_77
319,TX000320,ACC000465,ACC000386,76.9,2025-02-27 05:42:59.345715,Regular Transfer,1,0,BLOCK000320,596672,PoolC,2024-05-31 19:16:59.359776,High,176,4391.3,34,8754.73,21,34,1.016597450993285,7,1,161.133.109.10,DeviceD,1,Oceania,Fingerprint_464
320,TX000321,ACC000433,ACC000418,65.76,2025-02-26 23:18:59.345715,Smart Contract Interaction,0,1,BLOCK000321,457900,PoolD,2024-11-23 19:16:59.359776,High,48,7169.51,36,8359.8,7,21,9.396564231952878,7,0,205.182.49.194,DeviceD,0,Oceania,Fingerprint_432
321,TX000322,ACC000489,ACC000442,35.51,2025-02-27 15:46:59.345715,Smart Contract Interaction,0,1,BLOCK000322,400687,PoolD,2024-03-28 19:16:59.359776,High,168,3894.29,81,1725.96,42,3,7.925487373459282,5,0,25.1.133.125,DeviceA,1,US,Fingerprint_488
322,TX000323,ACC000406,ACC000019,64.7,2025-02-27 19:00:59.345715,Smart Contract Interaction,1,1,BLOCK000323,629554,PoolA,2024-08-02 19:16:59.359776,Low,335,9068.49,97,7650.73,6,21,15.959950803238039,8,0,111.141.57.1,DeviceD,1,Oceania,Fingerprint_405
323,TX000324,ACC000441,ACC000169,4.44,2025-02-27 01:48:59.345715,Smart Contract Interaction,1,1,BLOCK000324,279581,PoolB,2024-09-29 19:16:59.359776,High,12,1547.75,66,4938.4,22,30,15.304012100284343,6,0,109.111.189.49,DeviceD,1,Africa,Fingerprint_440
324,TX000325,ACC000013,ACC000384,98.36,2025-02-26 20:39:59.345715,Smart Contract Interaction,0,0,BLOCK000325,189374,PoolC,2024-10-15 19:16:59.358697,Low,257,1028.95,83,5116.52,81,1,16.955469315525885,1,1,97.116.87.21,DeviceB,0,US,Fingerprint_12
325,TX000326,ACC000369,ACC000066,67.75,2025-02-27 06:29:59.345715,Smart Contract Interaction,0,1,BLOCK000326,378937,PoolA,2024-03-12 19:16:59.359776,High,51,3862.41,89,4067.43,2,30,20.64632658673818,6,0,164.188.101.21,DeviceD,1,EU,Fingerprint_368
326,TX000327,ACC000167,ACC000189,39.97,2025-02-27 00:06:59.345715,Regular Transfer,1,1,BLOCK000327,490527,PoolA,2024-06-18 19:16:59.359776,Medium,36,4876.46,76,2865.07,92,34,16.80005534282008,5,0,4.155.70.163,DeviceD,1,Asia,Fingerprint_166
327,TX000328,ACC000466,ACC000082,75.27,2025-02-26 21:10:59.345715,Regular Transfer,0,0,BLOCK000328,849941,PoolC,2024-10-17 19:16:59.359776,Medium,178,6581.59,84,4239.66,45,31,11.953599801646174,8,1,100.207.151.192,DeviceC,0,Oceania,Fingerprint_465
328,TX000329,ACC000402,ACC000416,96.57,2025-02-26 22:59:59.345715,Regular Transfer,1,1,BLOCK000329,891512,PoolB,2024-12-03 19:16:59.359776,Low,324,264.22,84,3885.84,62,37,22.756633747365978,2,1,58.207.97.129,DeviceB,1,US,Fingerprint_401
329,TX000330,ACC000433,ACC000386,43.05,2025-02-26 22:28:59.345715,Smart Contract Interaction,1,0,BLOCK000330,535168,PoolD,2024-11-23 19:16:59.359776,High,48,7169.51,36,8359.8,7,21,9.396564231952878,7,0,205.182.49.194,DeviceD,0,Oceania,Fingerprint_432
330,TX000331,ACC000406,ACC000405,1.06,2025-02-27 09:37:59.345715,Regular Transfer,0,0,BLOCK000331,478162,PoolA,2024-08-02 19:16:59.359776,Low,335,9068.49,97,7650.73,6,21,15.959950803238039,8,0,111.141.57.1,DeviceD,1,Oceania,Fingerprint_405
331,TX000332,ACC000134,ACC000083,25.88,2025-02-27 09:04:59.345715,Regular Transfer,1,0,BLOCK000332,760016,PoolA,2024-09-12 19:16:59.359776,Low,360,6986.65,87,4281.35,96,27,11.180761753619498,4,1,21.251.16.255,DeviceC,0,Oceania,Fingerprint_133
